,CALI,DEPTH,DTC,GR,NPHI,RDEP,RHOB,SP,WELL
41962,17.496101379,832.34832764,159.54447937,81.624298096,,1.4629712105,1.9972362518,56.106510162,15/9-15
41963,17.58959198,832.50073242,157.98838806,77.881004333,,1.4639984369,1.9984493256,57.386325836,15/9-15
41964,17.720085144,832.65313721,156.83149719,74.568305969,,1.4580096006,2.0058181286,55.700164795,15/9-15
41965,17.9324646,832.80554199,156.69845581,77.246772766,,1.4550036192,2.0171940327,56.106388092,15/9-15
41966,18.133163452,832.95794678,156.64068604,79.87184906,,1.4579963684,2.0233488083,57.07485199,15/9-15
41967,18.233024597,833.11035156,156.14143372,79.188827515,,1.4649915695,2.0208384991,56.70059967,15/9-15
41968,18.208263397,833.26275635,155.63031006,74.006233215,,1.4809807539,2.0125966072,57.449298859,15/9-15
41969,18.103981018,833.41516113,155.31381226,71.37815094,,1.5029735565,2.0077316761,56.575176239,15/9-15
41970,18.025211334,833.56750488,155.40826416,71.125396729,,1.5189744234,2.0132091045,56.793861389,15/9-15
41971,18.054191589,833.71990967,156.27113342,71.687103271,,1.5219951868,2.0306169987,56.449462891,15/9-15
41972,18.110595703,833.87231445,157.00904846,73.372299194,,1.518006444,2.0568468571,55.106361389,15/9-15
41973,18.092090607,834.02471924,156.98394775,75.434700012,,1.5140064955,2.084941864,56.011646271,15/9-15
41974,18.07717514,834.17712402,156.62197876,78.744697571,,1.5179935694,2.0948557854,55.122013092,15/9-15
41975,18.03609848,834.32952881,156.47871399,76.503601074,,1.5170015097,2.0877697468,55.153144836,15/9-15
41976,17.964363098,834.48193359,156.57276917,77.623199463,,1.5120079517,2.0668799877,55.511501312,15/9-15
41977,17.95549202,834.63433838,157.11846924,78.997795105,,1.5010176897,2.0361261368,54.26235199,15/9-15
41978,17.914068222,834.78674316,157.97325134,87.236785889,,1.4910160303,2.0014281273,55.136695862,15/9-15
41979,17.799938202,834.93914795,158.06767273,81.382064819,,1.4790143967,1.9853805304,54.372303009,15/9-15
41980,17.762477875,835.09155273,157.59889221,81.499847412,,1.4710096121,2.0001318455,55.121990204,15/9-15
41981,17.81019783,835.24395752,157.28555298,72.823440552,,1.4700012207,2.0411806107,55.10578537,15/9-15
41982,17.860782623,835.3963623,157.18489075,73.312400818,,1.4789891243,2.0619874001,54.842311859,15/9-15
41983,17.903556824,835.54870605,157.48704529,68.820213318,,1.4899823666,2.0583620071,56.480949402,15/9-15
41984,17.982440948,835.70111084,157.88212585,69.936203003,,1.4949920177,2.0510544777,56.356262207,15/9-15
41985,18.230241776,835.85351563,157.25547791,69.750297546,,1.5009903908,2.060931921,57.011688232,15/9-15
41986,18.63817215,836.00592041,156.06758118,73.556892395,,1.5059920549,2.0811088085,56.231300354,15/9-15
41987,18.762338638,836.1583252,155.81159973,71.752906799,,1.5010080338,2.0947890282,56.981250763,15/9-15
41988,18.46304512,836.31072998,156.30984497,65.822517395,,1.4870223999,2.0893273354,57.605537415,15/9-15
41989,18.248439789,836.46313477,157.24217224,58.355964661,,1.4790128469,2.087127924,56.450214386,15/9-15
41990,18.273139954,836.61553955,158.43913269,63.397888184,,1.4789999723,2.1026604176,56.980949402,15/9-15
41991,18.348163605,836.76794434,159.14453125,67.867843628,,1.4799984694,2.1200332642,56.855911255,15/9-15
41992,18.399700165,836.92034912,159.38267517,71.184020996,,1.4809987545,2.1173934937,56.637252808,15/9-15
41993,18.434186935,837.07275391,159.17251587,70.126274109,,1.4710119963,2.0928556919,57.261737823,15/9-15
41994,18.434577942,837.22515869,158.78091431,70.187927246,,1.4460300207,2.0698933601,56.606300354,15/9-15
41995,18.478254318,837.37756348,159.62910461,73.059547424,,1.4210300446,2.0593824387,56.98059845,15/9-15
41996,18.569749832,837.52996826,160.88626099,70.690856934,,1.4010241032,2.0539019108,56.480922699,15/9-15
41997,18.459568024,837.68231201,161.52978516,68.503501892,,1.3890192509,2.0401864052,56.387439728,15/9-15
41998,18.25699234,837.8347168,161.54060364,65.130409241,,1.3760209084,2.0272493362,57.480400085,15/9-15
41999,18.259334564,837.98712158,160.93171692,67.995391846,,1.3590271473,2.0206897259,55.980998993,15/9-15
42000,18.3802948,838.13952637,160.52854919,75.426086426,,1.3320432901,2.0078322887,55.980937958,15/9-15
42001,18.37405014,838.29193115,160.98551941,79.181999207,,1.2910656929,1.9953113794,55.824901581,15/9-15
42002,18.208335876,838.44433594,161.71965027,75.256309509,,1.2520624399,1.9944931269,55.57541275,15/9-15
42003,18.093845367,838.59674072,161.74693298,69.384414673,,1.2360255718,2.0013692379,56.605834961,15/9-15
42004,18.166782379,838.74914551,161.44664001,66.629402161,,1.229011178,2.0065026283,56.20041275,15/9-15
42005,18.287477493,838.90155029,161.07963562,68.247398376,,1.2170192003,2.0067024231,57.231086731,15/9-15
42006,18.305480957,839.05395508,161.05497742,73.618537903,,1.2020180225,2.0089175701,57.450450897,15/9-15
42007,18.289905548,839.20635986,161.42147827,75.248046875,,1.191013217,2.010414362,58.577201843,15/9-15
42008,18.297307968,839.35876465,161.74359131,80.057220459,,1.1929975748,2.0007104874,61.32219696,15/9-15
42009,18.263856888,839.51116943,162.04029846,78.939353943,,1.2219651937,1.9933195114,57.824924469,15/9-15
42010,18.201234818,839.66351318,162.10682678,75.568412781,,1.2479584217,1.9942213297,57.730998993,15/9-15
42011,18.20426178,839.81591797,161.82611084,70.071815491,,1.2629759312,2.0016624928,57.730899811,15/9-15
42012,18.222728729,839.96832275,161.57757568,71.311004639,,1.2709871531,2.0083708763,57.481250763,15/9-15
42013,18.190580368,840.12072754,161.60585022,71.62449646,,1.2729967833,2.0107221603,58.105659485,15/9-15
42014,18.1496315,840.27313232,162.0377655,71.125801086,,1.2720015049,2.0136759281,57.262001038,15/9-15
42015,18.107803345,840.42553711,162.66789246,65.009811401,,1.2710015774,2.0142900944,57.261749268,15/9-15
42016,18.029836655,840.57794189,163.5259552,64.314102173,,1.268004775,2.0074965954,56.635845184,15/9-15
42017,17.969194412,840.73034668,163.99943542,65.498100281,,1.2620096207,2.001509428,53.748008728,15/9-15
42018,17.950151443,840.88275146,163.68572998,71.490386963,,1.2470240593,2.0065033436,56.261951447,15/9-15
42019,17.956285477,841.03515625,163.41140747,78.491584778,,1.2370120287,2.0174839497,56.137001038,15/9-15
42020,18.032316208,841.18756104,164.26445007,81.246696472,,1.2399964333,2.0217266083,56.137149811,15/9-15
42021,18.212663651,841.33996582,165.52102661,84.995491028,,1.2489891052,2.0154209137,56.511325836,15/9-15
42022,18.419309616,841.49237061,165.89620972,83.939277649,,1.2569903135,2.0138738155,55.6690979,15/9-15
42023,18.534406662,841.64477539,164.98405457,80.129577637,,1.2599964142,2.0287120342,55.793773651,15/9-15
42024,18.574001312,841.79711914,164.19525146,76.505805969,,1.2619967461,2.053021431,55.512252808,15/9-15
42025,18.601133347,841.94952393,164.24298096,73.193305969,,1.2709856033,2.0669801235,56.137001038,15/9-15
42026,18.699993134,842.10192871,164.64172363,74.436004639,,1.2919664383,2.0592372417,56.136699677,15/9-15
42027,18.852352142,842.2543335,164.64172363,73.814002991,,1.3169599771,2.0444743633,55.38710022,15/9-15
42028,18.913139343,842.40673828,163.77406311,75.497299194,,1.3389647007,2.0458037853,55.637500763,15/9-15
42029,18.858329773,842.55914307,162.82249451,76.311698914,,1.3549743891,2.0641701221,56.88753891,15/9-15
42030,18.845443726,842.71154785,162.19483948,70.322616577,,1.3719727993,2.0758159161,58.231098175,15/9-15
42031,18.85667038,842.86395264,160.93933105,68.502906799,,1.3909696341,2.0698130131,58.479999542,15/9-15
42032,18.747535706,843.01635742,159.50592041,69.623199463,,1.4069743156,2.067568779,55.980937958,15/9-15
42033,18.656991959,843.16876221,158.78804016,75.492935181,,1.42397964,2.0744109154,55.82485199,15/9-15
42034,18.641607285,843.32116699,158.37214661,80.931472778,,1.4479711056,2.0782613754,55.450363159,15/9-15
42035,18.486883163,843.47357178,157.47940063,79.876274109,,1.478962779,2.068312645,56.355373383,15/9-15
42036,18.238386154,843.62597656,156.00901794,77.877403259,,1.5089639425,2.034586668,55.574211121,15/9-15
42037,17.972881317,843.77838135,154.6211853,68.386413574,,1.5229831934,1.9926868677,54.592689514,15/9-15
42038,17.516494751,843.9307251,153.71682739,68.499801636,,1.5210032463,1.9509513378,56.69960022,15/9-15
42039,17.116016388,844.08312988,153.65296936,65.754402161,,1.5210000277,1.9251868725,55.700149536,15/9-15
42040,17.035196304,844.23553467,154.19648743,72.114784241,,1.5439631939,1.9172364473,56.074394226,15/9-15
42041,17.255842209,844.38793945,153.69372559,74.309501648,,1.5799423456,1.9202216864,54.558853149,15/9-15
42042,17.408794403,844.54034424,151.08007813,83.548187256,,1.6049599648,1.9517560005,54.201000214,15/9-15
42043,17.114494324,844.69274902,147.79310608,84.686203003,,1.6189775467,1.9968941212,55.449512482,15/9-15
42044,16.878473282,844.84515381,144.81193542,79.696014404,,1.624990344,2.0412278175,54.841487885,15/9-15
42045,17.047697067,844.99755859,142.43565369,78.564804077,,1.6299920082,2.0690920353,55.450149536,15/9-15
42046,17.30370903,845.14996338,141.06666565,77.065406799,,1.6399840117,2.0935163498,55.574436188,15/9-15
42047,17.384925842,845.30236816,139.92752075,87.7371521,,1.647990346,2.1236212254,55.106937408,15/9-15
42048,17.364250183,845.45477295,138.90782166,82.694084167,,1.6410084963,2.134159565,55.886211395,15/9-15
42049,17.354875565,845.60717773,140.11203003,83.499023438,,1.6190264225,2.1202180386,55.231750488,15/9-15
42050,17.239900589,845.75958252,142.40106201,83.063529968,,1.5950288773,2.0876441002,55.85585022,15/9-15
42051,17.015268326,845.91192627,144.51231384,89.677391052,,1.5700401068,2.0436792374,55.731998444,15/9-15
42052,17.054573059,846.06433105,146.89260864,88.127502441,,1.5490336418,2.0045590401,56.981876373,15/9-15
42053,17.601163864,846.21673584,148.80307007,80.575119019,,1.5300303698,1.9821954966,58.073497772,15/9-15
42054,18.25569725,846.36914063,149.74549866,77.193412781,,1.5180191994,1.9804233313,56.200275421,15/9-15
42055,18.406536102,846.52154541,149.96035767,76.064804077,,1.5100128651,1.985596776,56.543823242,15/9-15
42056,18.213926315,846.6739502,149.24386597,76.437400818,,1.5109984875,1.9883475304,56.32497406,15/9-15
42057,18.019378662,846.82635498,147.97764587,74.815605164,,1.5129967928,1.9778897762,56.294025421,15/9-15
42058,17.794534683,846.97875977,146.62101746,76.560203552,,1.5070096254,1.9683946371,56.324100494,15/9-15
42059,17.8562603,847.13116455,145.26121521,80.556594849,,1.4960176945,1.9728847742,55.202255249,15/9-15
42060,18.167707443,847.28356934,145.24552917,81.124320984,,1.4840143919,2.0035383701,57.07365036,15/9-15
42061,18.121105194,847.43597412,146.15907288,88.116592407,,1.4720144272,2.0448815823,55.949661255,15/9-15
42062,18.052705765,847.58837891,148.39311218,86.002555847,,1.4480288029,2.0725910664,55.669597626,15/9-15
42063,18.45747757,847.74078369,150.61755371,84.002403259,,1.4120432138,2.085170269,56.167945862,15/9-15
42064,18.719963074,847.89318848,152.29110718,84.0,,1.3630589247,2.0757758617,55.294036865,15/9-15
42065,18.311094284,848.04553223,154.07501221,86.683700562,,1.3250609636,2.0482082367,55.325000763,15/9-15
42066,17.95466423,848.19793701,155.87631226,92.553588867,,1.3120208979,1.9980657101,55.323825836,15/9-15
42067,17.8971138,848.3503418,156.86756897,84.451019287,,1.3139967918,1.9527066946,53.856925964,15/9-15
42068,17.875202179,848.50274658,156.30795288,79.008712769,,1.3199903965,1.9422320127,55.011699677,15/9-15
42069,17.782159805,848.65515137,154.98583984,74.257606506,,1.3309823275,1.9645322561,54.637290955,15/9-15
42070,17.729511261,848.80755615,153.60638428,74.812103271,,1.3419823647,1.9920032024,54.996200562,15/9-15
42071,18.118831635,848.95996094,152.65759277,79.742088318,,1.3649631739,2.0047249794,53.996788025,15/9-15
42072,18.573717117,849.11236572,152.84205627,78.127601624,,1.4079310894,2.0076246262,53.731613159,15/9-15
42073,18.543586731,849.26477051,152.86708069,80.309501648,,1.457919836,2.0051050186,54.498184204,15/9-15
42074,18.266849518,849.41717529,150.99481201,74.819610596,,1.5109363794,1.9918828011,55.483852386,15/9-15
42075,18.125272751,849.56958008,148.11978149,73.127029419,,1.5549471378,1.9903868437,57.855247498,15/9-15
42076,18.196113586,849.72198486,145.51052856,69.317581177,,1.5789711475,2.0073463917,57.229347229,15/9-15
42077,18.480447769,849.87438965,144.15931702,79.550689697,,1.5939819813,2.0323820114,55.856750488,15/9-15
42078,18.755052567,850.02679443,144.21891785,82.309700012,,1.608981967,2.0523045063,56.479385376,15/9-15
42079,18.858524323,850.17913818,144.60360718,89.488487244,,1.625972867,2.0589544773,55.138702393,15/9-15
42080,18.795068741,850.33154297,145.25213623,79.953323364,,1.6309920549,2.0575101376,57.262077332,15/9-15
42081,18.580440521,850.48394775,145.63423157,80.187606812,,1.6220144033,2.0525996685,57.355297089,15/9-15
42082,18.357284546,850.63635254,145.19187927,76.006706238,,1.604028821,2.0470118523,56.480899811,15/9-15
42083,18.379297256,850.78875732,144.43095398,80.8671875,,1.5820353031,2.0422978401,56.35319519,15/9-15
42084,18.680732727,850.94116211,144.17323303,80.189102173,,1.5620321035,2.0385348797,52.857589722,15/9-15
42085,18.730262756,851.09356689,144.39154053,78.253105164,,1.5490208864,2.0354278088,54.840988159,15/9-15
42086,18.479171753,851.24597168,144.08125305,70.512413025,,1.5470032692,2.0306065083,54.824378967,15/9-15
42087,18.48614502,851.39837646,143.34106445,71.623199463,,1.5450031757,2.0237574577,54.309581757,15/9-15
42088,18.527040482,851.55078125,142.12739563,70.064880371,,1.5459988117,2.0216667652,54.79341507,15/9-15
42089,18.257751465,851.70318604,140.97245789,72.122520447,,1.5539903641,2.0256443024,54.309318542,15/9-15
42090,18.065748215,851.85559082,140.88591003,69.316383362,,1.5619903803,2.030964613,54.575862885,15/9-15
42091,18.036951065,852.00799561,141.81803894,67.127632141,,1.5829746723,2.0333123207,55.293697357,15/9-15
42092,17.968177795,852.16033936,142.55230713,68.747398376,,1.624932766,2.0284590721,55.044597626,15/9-15
42093,17.856542587,852.31274414,142.87431335,68.313705444,,1.6559503078,2.0172445774,55.794223785,15/9-15
42094,17.866662979,852.46514893,142.27230835,75.114089966,,1.6749695539,2.0092539787,56.075878143,15/9-15
42095,18.212720871,852.61755371,140.75752258,70.320709229,,1.6670129299,2.0115425587,57.169700623,15/9-15
42096,18.753511429,852.7699585,139.63735962,74.930595398,,1.6310577393,2.021718502,58.044597626,15/9-15
42097,19.011770248,852.92236328,139.83996582,72.004707336,,1.6060400009,2.0280983448,58.79529953,15/9-15
42098,18.961746216,853.07476807,141.36837769,78.178092957,,1.6010079384,2.023072958,60.416797638,15/9-15
42099,18.951314926,853.22717285,143.01194763,77.001899719,,1.5900176764,2.0096726418,57.667896271,15/9-15
42100,18.960042953,853.37957764,144.14953613,75.565307617,,1.5730271339,1.9943341017,56.293811798,15/9-15
42101,18.895441055,853.53198242,144.75349426,74.439353943,,1.5500276089,1.985834837,56.136249542,15/9-15
42102,18.861522675,853.68438721,145.70129395,70.2550354,,1.5220335722,1.9848614931,55.512939453,15/9-15
42103,18.828613281,853.83679199,146.24382019,68.315330505,,1.5070179701,1.989511013,56.293399811,15/9-15
42104,18.708820343,853.98919678,145.96266174,70.247673035,,1.5069999695,1.9963948727,55.794147491,15/9-15
42105,18.396396637,854.14160156,146.27471924,70.499702454,,1.5079988241,1.9980762005,55.917514801,15/9-15
42106,18.177616119,854.29394531,147.29905701,74.681297302,,1.5070015192,1.9941118956,54.683624268,15/9-15
42107,18.233016968,854.4463501,149.11026001,72.56640625,,1.5020079613,1.9908578396,54.217788696,15/9-15
42108,18.14107132,854.59875488,151.65568542,77.929389954,,1.4940128326,1.9882910252,56.449199677,15/9-15
42109,17.869773865,854.75115967,152.93974304,74.818008423,,1.4890079498,1.9855647087,55.450927734,15/9-15
42110,17.705776215,854.90356445,152.41816711,76.372497559,,1.482011199,1.9844876528,56.60622406,15/9-15
42111,17.757959366,855.05596924,151.9294281,71.5078125,,1.4740128517,1.9856352806,56.886001587,15/9-15
42112,17.719497681,855.20837402,151.49043274,74.619995117,,1.4730015993,1.9891266823,55.63677597,15/9-15
42113,17.54356575,855.36077881,151.06820679,74.625,,1.4710031748,1.9927843809,55.355098724,15/9-15
42114,17.495250702,855.51318359,151.88566589,78.992988586,,1.4739952087,2.0045995712,54.606750488,15/9-15
42115,17.54526329,855.66558838,152.73283386,75.878753662,,1.4759975672,2.0193691254,55.231262207,15/9-15
42116,17.595567703,855.81799316,152.0994873,75.813079834,,1.4750012159,2.0300023556,55.450000763,15/9-15
42117,17.714902878,855.97039795,151.21607971,73.565704346,,1.4730024338,2.0335698128,55.451087952,15/9-15
42118,17.942783356,856.12280273,151.36816406,76.1848526,,1.4690047503,2.028617382,56.355812073,15/9-15
42119,17.984083176,856.27514648,151.66673279,75.376304626,,1.4620112181,2.0182375908,56.200824738,15/9-15
42120,17.720266342,856.42755127,152.34300232,79.118995667,,1.4570080042,2.0020196438,57.231575012,15/9-15
42121,17.604114532,856.57995605,153.06895447,81.620994568,,1.457998395,1.9811352491,57.947509766,15/9-15
42122,17.827150345,856.73236084,152.8662262,81.874603271,,1.4709790945,1.9603389502,54.842590332,15/9-15
42123,18.313735962,856.88476563,151.32423401,75.884613037,,1.4889711142,1.9547880888,56.82497406,15/9-15
42124,18.807647705,857.03717041,149.03038025,75.875,,1.5029832125,1.9751671553,56.794723511,15/9-15
42125,18.829504013,857.1895752,146.57853699,74.314254761,,1.5139912367,2.0082900524,57.699298859,15/9-15
42126,18.501527786,857.34197998,144.82771301,74.562805176,,1.5299870968,2.0335872173,56.823799133,15/9-15
42127,18.25343132,857.49438477,144.68267822,71.377555847,,1.548984766,2.0341761112,55.324962616,15/9-15
42128,18.295202255,857.64678955,145.36950684,75.746498108,,1.5659863949,2.0207762718,55.29309845,15/9-15
42129,18.632255554,857.79919434,144.90029907,75.874900818,,1.5859839916,2.0092291832,54.544769287,15/9-15
42130,18.882930756,857.95159912,143.06608582,74.750900269,,1.5850008726,2.0029470921,55.183624268,15/9-15
42131,18.852052689,858.10400391,141.53565979,75.874099731,,1.5610191822,2.0008821487,54.871681213,15/9-15
42132,18.808404922,858.25640869,140.82060242,75.125602722,,1.5310240984,1.9946689606,54.606937408,15/9-15
42133,18.845508575,858.40875244,140.56161499,77.996543884,,1.503033638,1.9829570055,55.38658905,15/9-15
42134,18.829734802,858.56115723,141.99606323,76.876350403,,1.4800276756,1.9701693058,54.87172699,15/9-15
42135,18.774370193,858.71356201,144.44145203,78.997444153,,1.4839951992,1.9620171785,54.529087067,15/9-15
42136,18.8705616,858.8659668,145.14678955,76.316230774,,1.4929891825,1.9623582363,55.887001038,15/9-15
42137,19.081329346,859.01837158,144.54988098,69.258483887,,1.4820132256,1.9692533016,55.887599945,15/9-15
42138,19.321119308,859.17077637,143.12963867,68.251197815,,1.4760071039,1.9805552959,56.636676788,15/9-15
42139,19.449882507,859.32318115,141.89964294,73.059150696,,1.4799968004,1.995339632,56.231422424,15/9-15
42140,19.240196228,859.47558594,142.46247864,77.996047974,,1.487993598,2.0018384457,56.761798859,15/9-15
42141,19.10103035,859.62799072,143.31671143,87.805145264,,1.5039870739,1.9966835976,56.512599945,15/9-15
42142,19.036739349,859.78033447,143.35131836,92.119819641,,1.5149867535,1.9935610294,57.012901306,15/9-15
42143,18.680013657,859.93273926,142.50366211,93.686126709,,1.5110048056,2.0028088093,58.135974884,15/9-15
42144,18.24760437,860.08508301,140.62062073,82.767524719,,1.5249775648,2.0121669769,56.85541153,15/9-15
42145,17.949583054,860.23748779,138.69599915,76.198516846,,1.5609422922,2.0126976967,55.387050629,15/9-15
42146,17.876117706,860.38989258,137.69046021,80.306396484,,1.59494555,2.0099167824,55.512199402,15/9-15
42147,18.000926971,860.54229736,137.86264038,89.298583984,,1.5999920368,2.0095536709,56.012149811,15/9-15
42148,18.259576797,860.69470215,139.34005737,97.861282349,,1.5530753136,2.0028376579,56.386951447,15/9-15
42149,18.562448502,860.84710693,141.2989502,101.3693924,,1.4990864992,1.9898182154,56.262088776,15/9-15
42150,18.691398621,860.99951172,142.45007324,105.36859131,,1.5069870949,1.9796552658,56.480899811,15/9-15
42151,18.520544052,861.1519165,142.4108429,102.00540924,,1.5449390411,1.9763805866,56.231147766,15/9-15
42152,18.273077011,861.30432129,141.31448364,102.37439728,,1.5779471397,1.9851844311,56.606250763,15/9-15
42153,18.180351257,861.45672607,140.2502594,97.568786621,,1.5690108538,2.0000355244,57.230484009,15/9-15
42154,18.079584122,861.60913086,140.88015747,95.939956665,,1.5170624256,2.0131890774,55.950302124,15/9-15
42155,18.071220398,861.76153564,142.96440125,89.382888794,,1.4960253239,2.0174901485,56.32559967,15/9-15
42156,18.29716301,861.91394043,144.686203,85.005256653,,1.5049891472,2.0141191483,57.073799133,15/9-15
42157,18.345769882,862.06628418,145.2308197,82.004806519,,1.5329551697,2.0138940811,55.575115204,15/9-15
42158,18.009557724,862.21868896,144.84194946,81.438903809,,1.5629519224,2.0164778233,55.855644226,15/9-15
42159,17.650533676,862.37109375,144.46910095,82.186805725,,1.5430320501,2.0106670856,54.966255188,15/9-15
42160,17.430311203,862.52349854,144.77838135,79.629104614,,1.5050609112,1.9900826216,55.605998993,15/9-15
42161,17.18821907,862.67590332,145.82847595,76.443107605,,1.4730513096,1.957957387,55.605987549,15/9-15
42162,17.016000748,862.82830811,146.7094574,77.686004639,,1.4240784645,1.9269949198,55.575363159,15/9-15
42163,17.070146561,862.98071289,146.21876526,80.994697571,,1.3870592117,1.9112846851,56.481212616,15/9-15
42164,17.21688652,863.13311768,144.86732483,83.745597839,,1.3620400429,1.918287158,57.012851715,15/9-15
42165,17.280368805,863.28552246,143.68733215,76.824119568,,1.3360415697,1.9396218061,59.13753891,15/9-15
42166,17.320041656,863.43792725,142.09524536,76.999778748,,1.3379976749,1.9728112221,60.479797363,15/9-15
42167,17.379440308,863.59033203,139.98977661,66.387763977,,1.3579759598,2.0117645264,57.481098175,15/9-15
42168,17.439577103,863.74273682,138.59538269,75.427116394,,1.3669891357,2.0398459435,57.730499268,15/9-15
42169,17.547977448,863.8951416,138.42927551,71.193107605,,1.3630048037,2.0540180206,57.105773926,15/9-15
42170,17.681352615,864.04754639,140.15167236,76.243919373,,1.3490167856,2.0587172508,56.824901581,15/9-15
42171,17.734786987,864.19989014,143.15727234,69.448913574,,1.3430097103,2.058246851,56.699394226,15/9-15
42172,17.651620865,864.35229492,145.31625366,67.128707886,,1.3539823294,2.0466184616,55.184192657,15/9-15
42173,17.485708237,864.50469971,145.73143005,68.872200012,,1.374966383,2.0288422108,55.669086456,15/9-15
42174,17.394411087,864.65710449,144.31767273,71.184295654,,1.3889776468,2.0155403614,55.88716507,15/9-15
42175,17.406642914,864.80950928,142.11940002,74.369895935,,1.395988822,2.0046842098,56.293849945,15/9-15
42176,17.456804276,864.96191406,140.50453186,71.255004883,,1.4109759331,1.9945697784,55.918834686,15/9-15
42177,17.50868988,865.11431885,139.62576294,70.126800537,,1.4389551878,1.9863601923,55.512714386,15/9-15
42178,17.575321198,865.26672363,139.53991699,67.69190979,,1.4739439487,1.9904938936,57.293746948,15/9-15
42179,17.679203033,865.41912842,139.87889099,72.804794312,,1.5039519072,2.0006325245,56.668548584,15/9-15
42180,17.739852905,865.5715332,140.373703,69.87853241,,1.5229771137,2.0051100254,55.544086456,15/9-15
42181,17.699317932,865.72393799,141.10876465,67.877403259,,1.5339868069,2.0020847321,55.7619133,15/9-15
42182,17.634931564,865.87634277,141.55792236,63.848846436,,1.5409915447,1.993208766,55.544597626,15/9-15
42183,17.56687355,866.02874756,141.71170044,63.31363678,,1.5479915142,1.9828209877,56.293422699,15/9-15
42184,17.47800827,866.18115234,141.5642395,69.18094635,,1.5509964228,1.98104918,55.575401306,15/9-15
42185,17.489770889,866.33349609,140.7557373,73.368293762,,1.550999999,1.9928474426,56.075099945,15/9-15
42186,17.589105606,866.48590088,140.1746521,76.994194031,,1.5420144796,2.0168955326,56.324836731,15/9-15
42187,17.72939682,866.63830566,140.43196106,80.743995667,,1.5280224085,2.0462956429,55.920310974,15/9-15
42188,17.937513351,866.79071045,140.93940735,80.250801086,,1.5250047445,2.0781083107,59.19908905,15/9-15
42189,18.116106033,866.94311523,141.26211548,88.237182617,,1.5279952288,2.1034481525,56.9190979,15/9-15
42190,18.294662476,867.09552002,141.36714172,82.134811401,,1.5309952497,2.1115877628,57.168800354,15/9-15
42191,18.613838196,867.2479248,140.56088257,84.121795654,,1.5339952707,2.1104340553,56.668296814,15/9-15
42192,18.971279144,867.40032959,138.81155396,76.575119019,,1.5320031643,2.1163327694,54.920398712,15/9-15
42193,19.175861359,867.55273438,137.83312988,80.493690491,,1.5290048122,2.1343362331,58.418159485,15/9-15
42194,19.224180222,867.70513916,138.31182861,72.759315491,,1.5280011892,2.136950016,56.325138092,15/9-15
42195,19.186483383,867.85754395,139.31582642,74.248199463,,1.5150156021,2.1239061356,56.668823242,15/9-15
42196,19.128232956,868.00994873,140.31964111,66.821937561,,1.4970215559,2.1109061241,56.449474335,15/9-15
42197,19.076942444,868.16235352,141.32351685,68.311203003,,1.4850144386,2.0979061127,55.794322968,15/9-15
42198,18.987239838,868.31469727,141.82749939,62.259712219,,1.4670288563,2.0808744431,56.199699402,15/9-15
42199,18.88792038,868.46710205,142.39627075,67.1171875,,1.4420400858,2.0685784817,55.449871063,15/9-15
42200,18.885189056,868.61950684,143.7162323,68.622596741,,1.4350111485,2.0671906471,55.122409821,15/9-15
42201,18.910520554,868.77191162,144.91958618,80.855377197,,1.4330031872,2.0728569031,56.136802673,15/9-15
42202,18.849075317,868.92431641,145.17723083,88.986984253,,1.4290064573,2.0824472904,55.637264252,15/9-15
42203,18.812742233,869.07672119,144.31108093,92.307693481,,1.4220112562,2.0920934677,56.293861389,15/9-15
42204,18.860851288,869.22912598,142.78570557,84.387718201,,1.4150111675,2.0968415737,55.950450897,15/9-15
42205,18.851827621,869.38153076,142.07481384,79.757408142,,1.4199919701,2.0897572041,57.074699402,15/9-15
42206,18.709880829,869.53393555,143.16773987,81.122795105,,1.4339776039,2.0688877106,56.324649811,15/9-15
42207,18.522930145,869.68634033,145.86868286,76.818183899,,1.4379951954,2.048322916,55.450077057,15/9-15
42208,18.445360184,869.83874512,148.34257507,70.695365906,,1.4379999638,2.0427589417,55.637187958,15/9-15
42209,18.507741928,869.9911499,148.86816406,68.752326965,,1.439997673,2.0533821583,56.107601166,15/9-15
42210,18.63126564,870.14355469,148.07066345,75.117340088,,1.4469915628,2.0687673092,58.105197906,15/9-15
42211,18.663881302,870.29595947,146.88157654,79.369895935,,1.4559891224,2.0783102512,57.105800629,15/9-15
42212,18.517202377,870.44830322,146.0644989,81.933898926,,1.4699776173,2.0835912228,56.856048584,15/9-15
42213,18.390550613,870.60070801,146.06985474,78.630310059,,1.4929631948,2.0901310444,56.980697632,15/9-15
42214,18.395555496,870.75311279,146.51301575,73.695915222,,1.5179599524,2.1005573273,56.230998993,15/9-15
42215,18.525461197,870.90551758,147.2910614,72.377105713,,1.5469535589,2.1086368561,56.230937958,15/9-15
42216,18.78030014,871.05792236,148.23658752,77.804290771,,1.573956728,2.1083996296,56.074256897,15/9-15
42217,19.034667969,871.21032715,149.32588196,76.876502991,,1.5899744034,2.0916194916,54.216907501,15/9-15
42218,19.06070137,871.36273193,151.05670166,77.312301636,,1.5969887972,2.0634605885,56.480735779,15/9-15
42219,18.852907181,871.51513672,152.56938171,75.253303528,,1.5880144835,2.0433621407,55.824901581,15/9-15
42220,18.701761246,871.6675415,152.93133545,81.240386963,,1.5740224123,2.0393271446,55.574714661,15/9-15
